device,cpu,mcs,txpower,mean_traffic_load,max_capacity,max_gp_capacity,mean_thr,mean_gput,mean_snr,SNR_normalized,mean_q7,mean_q11,mean_q25,mean_bler,mean_bsr,mean_it,mean_dectime,mean_overflows,mean_underflows,mean_lates,count
I7-5600U @ 2.60GHz,0.2,2,-1,2.3,3.312635315,2.6094508,0.776474397,0.771808964,13.47330679,14.47330679,0.952592593,0.952510288,0.946790123,0.386386667,139569.098,2.692599177,1003.493607,0.158271605,0.171460905,8.57399177,3
I7-5600U @ 2.60GHz,0.2,2,-1,5.75,7.039359095,6.234428138,0.782040114,0.77734082,13.9962276,14.9962276,1,1,1,0.424106667,149039.5785,2.891179902,637.9910582,0.164193017,0.164568957,9.040531122,3
I7-5600U @ 2.60GHz,0.2,2,-1,11.5,12.36441646,12.19656422,0.779156264,0.774621902,14.23311878,15.23311878,1,1,1,0.41891,148852.268,2.751711354,956.0967533,0.161273987,0.170202559,8.772699005,3
I7-5600U @ 2.60GHz,0.2,2,-1,17.25,18.28636109,18.25768486,0.773051069,0.76865752,13.46550463,14.46550463,1,1,1,0.436271333,145396.6296,2.926527778,893.7307445,0.162037037,0.166666667,8.777777778,3
I7-5600U @ 2.60GHz,0.2,2,-1,23,20.70891275,20.69123762,0.78028839,0.775952743,14.01966402,15.01966402,1,1,1,0.439429333,148787.0323,2.861625661,704.5193978,0.174470899,0.169708995,9.39021164,3
I7-5600U @ 2.60GHz,0.2,2,-1,28.75,20.70876387,20.69035338,0.76017988,0.754673331,13.66813124,14.66813124,1,1,1,0.429823333,144196.2812,3.084651365,712.0386765,0.170409357,0.179668616,9.344132554,3
I7-5600U @ 2.60GHz,0.2,2,4,2.3,3.312635315,2.6094508,0.693408544,0.689296466,17.8606381,13.8606381,1,1,1,0.483732,149365.8929,3.13827381,1021.466837,0.178571429,0.178571429,9.37797619,2
I7-5600U @ 2.60GHz,0.2,2,4,5.75,7.039359095,6.234428138,0.705694754,0.701813031,18.46410448,14.46410448,1,1,1,0.47454,148889.791,2.932238806,710.6940299,0.179104478,0.186567164,9.492537313,2
I7-5600U @ 2.60GHz,0.2,2,4,11.5,12.36441646,12.19656422,0.68053339,0.675380472,18.02217276,14.02217276,1,1,1,0.4206665,144540.1309,3.171004785,822.1902341,0.176349966,0.202323992,11.21138072,2
I7-5600U @ 2.60GHz,0.2,2,4,17.25,18.28636109,18.25768486,0.682377009,0.678331917,18.05925397,14.05925397,1,1,1,0.474175,148866.466,3.164444444,818.8430326,0.175238095,0.22952381,11.18984127,2
I7-5600U @ 2.60GHz,0.2,2,4,23,20.70891275,20.69123762,0.69655624,0.692570692,18.57904242,14.57904242,1,1,1,0.449929,148779.0752,2.989939394,924.7220425,0.185151515,0.215454545,11.41060606,2
I7-5600U @ 2.60GHz,0.2,2,4,28.75,20.70876387,20.69035338,0.711811467,0.707055136,18.48323214,14.48323214,1,1,1,0.4448675,147760.7905,2.956599206,889.3906157,0.175793651,0.182738095,10.19107143,2
I7-5600U @ 2.60GHz,0.2,2,14,2.3,3.312635315,2.6094508,0.732740527,0.728465543,25.53281782,11.53281782,0.974705182,0.971516776,0.963255906,0.4482575,138339.9437,2.992404209,863.0377428,0.182449871,0.175600556,9.725431805,2
I7-5600U @ 2.60GHz,0.2,2,14,5.75,7.039359095,6.234428138,0.685636067,0.679748967,24.68816288,10.68816288,1,1,1,0.4771305,139924.5443,3.336626984,697.0607448,0.18009768,0.232600733,11.31837607,2
I7-5600U @ 2.60GHz,0.2,2,14,11.5,12.36441646,12.19656422,0.661294568,0.6558871,25.86180884,11.86180884,1,1,1,0.380678,139494.1305,2.928896386,1038.472066,0.170361446,0.208433735,9.646104418,2
I7-5600U @ 2.60GHz,0.2,2,14,17.25,18.28636109,18.25768486,0.675118982,0.670481548,25.05112334,11.05112334,1,1,1,0.446406,141538.4602,3.182842312,725.2916947,0.182098765,0.2328844,10.63047138,2
I7-5600U @ 2.60GHz,0.2,2,14,23,20.70891275,20.69123762,0.692722314,0.688733202,25.41668571,11.41668571,1,1,1,0.459975,148835.7549,2.97428254,797.4577117,0.183174603,0.197777778,9.34031746,2
I7-5600U @ 2.60GHz,0.2,2,14,28.75,20.70876387,20.69035338,0.70435369,0.699666612,24.93014286,10.93014286,1,1,1,0.468426,147003.0714,3.158714286,735.1885812,0.185714286,0.207142857,10.88571429,2
I7-5600U @ 2.60GHz,0.2,4,-16,2.3,3.312635315,2.6094508,0.896462961,0.892158758,3.382109589,19.38210959,0.98381071,0.97633873,0.943613014,0.453498,137505.3151,3.858356164,1106.151113,0.191780822,0.205479452,10.20547945,1
I7-5600U @ 2.60GHz,0.2,4,-16,5.75,7.039359095,6.234428138,0.928917343,0.92450118,3.37104,19.37104,1,1,1,0.473018,147373.3429,3.867571429,865.6705497,0.2,0.171428571,10.92857143,1
I7-5600U @ 2.60GHz,0.2,4,-16,11.5,12.36441646,12.19656422,0.952597354,0.948315829,3.386476923,19.38647692,1,1,1,0.50857,147528.6769,3.859230769,943.7022686,0.2,0.2,10.27692308,1
I7-5600U @ 2.60GHz,0.2,4,-16,17.25,18.28636109,18.25768486,0.919332809,0.91579998,3.348514286,19.34851429,1,1,1,0.4816,147537.1429,3.945857143,1365.815513,0.2,0.2,10.28571429,1
I7-5600U @ 2.60GHz,0.2,4,-16,23,20.70891275,20.69123762,0.907333194,0.90379067,3.403885714,19.40388571,1,1,1,0.478494,147593.3857,3.900571429,1319.080943,0.2,0.214285714,10.77142857,1
I7-5600U @ 2.60GHz,0.2,4,-16,28.75,20.70876387,20.69035338,0.872174099,0.866664764,3.69495,19.69495,1,1,1,0.409758,132839.55,3.89125,1139.356953,0.1875,0.1875,10.675,1
I7-5600U @ 2.60GHz,0.2,4,-15,2.3,3.312635315,2.6094508,1.18009547,1.175750844,4.8025,19.8025,1,1,1,0.373988,148236.5128,2.85474359,1714.704127,0.166666667,0.179487179,8.91025641,1
I7-5600U @ 2.60GHz,0.2,4,-15,5.75,7.039359095,6.234428138,1.21844253,1.212979781,4.777666667,19.77766667,1,1,1,0.42168,147486.0556,2.847083333,1169.000692,0.166666667,0.152777778,9.263888889,1
I7-5600U @ 2.60GHz,0.2,4,-15,11.5,12.36441646,12.19656422,0.321207942,0.3197342,1.904233333,16.90423333,1,1,1,0.77337,147975.5556,7.177361111,1411.676731,0.180555556,0.180555556,9.958333333,1
I7-5600U @ 2.60GHz,0.2,4,-15,17.25,18.28636109,18.25768486,1.181379161,1.176951885,4.779722222,19.77972222,1,1,1,0.42473,147423,2.893055556,850.1253933,0.166666667,0.180555556,10.08333333,1
I7-5600U @ 2.60GHz,0.2,4,-15,23,20.70891275,20.69123762,1.320404422,1.314250727,4.622555556,19.62255556,1,1,1,0.4067,138929.5556,2.614583333,730.8838026,0.166666667,0.166666667,8.583333333,1
I7-5600U @ 2.60GHz,0.2,4,-15,28.75,20.70876387,20.69035338,1.194138631,1.188567967,4.8472,19.8472,1,1,1,0.44084,147350.2286,2.879857143,1355.428711,0.171428571,0.171428571,10.15714286,1
I7-5600U @ 2.60GHz,0.2,4,-14,2.3,3.312635315,2.6094508,1.196166783,1.191158996,5.285416667,19.28541667,1,1,1,0.431267,146877.9861,2.903472222,1413.557807,0.166666667,0.166666667,8.875,1
I7-5600U @ 2.60GHz,0.2,4,-14,5.75,7.039359095,6.234428138,1.081075433,1.078114812,3.951089888,17.95108989,1,1,1,0.258346,108427.8315,2.258314607,849.5449109,0.146067416,0.157303371,8.280898876,1
I7-5600U @ 2.60GHz,0.2,4,-14,11.5,12.36441646,12.19656422,1.186250569,1.181737024,5.390555556,19.39055556,1,1,1,0.42126,147392.3889,2.775555556,841.0496691,0.166666667,0.166666667,9.277777778,1
I7-5600U @ 2.60GHz,0.2,4,-14,17.25,18.28636109,18.25768486,1.216817382,1.210936411,5.463042857,19.46304286,1,1,1,0.43058,147319.0286,2.682571429,1329.203655,0.157142857,0.157142857,8.442857143,1
I7-5600U @ 2.60GHz,0.2,4,-14,23,20.70891275,20.69123762,1.183956789,1.17824562,5.302736842,19.30273684,1,1,1,0.39971,147396.0526,2.896184211,1694.883583,0.171052632,0.157894737,9.407894737,1
I7-5600U @ 2.60GHz,0.2,4,-14,28.75,20.70876387,20.69035338,1.174604461,1.170193654,4.538025974,18.53802597,1,1,1,0.36135,124175.4805,2.385194805,997.4049944,0.155844156,0.155844156,8.25974026,1
I7-5600U @ 2.60GHz,0.2,4,-13,2.3,3.312635315,2.6094508,1.249324634,1.245263488,5.436098592,18.43609859,1,1,1,0.44113,147032.3521,2.925915493,1124.507221,0.169014085,0.154929577,9.084507042,1
I7-5600U @ 2.60GHz,0.2,4,-13,5.75,7.039359095,6.234428138,1.195146142,1.189691129,5.423782051,18.42378205,1,1,1,0.37237,147737.3333,2.769102564,1452.952098,0.166666667,0.179487179,9.333333333,1
I7-5600U @ 2.60GHz,0.2,4,-13,11.5,12.36441646,12.19656422,1.196653963,1.190942587,5.393880597,18.3938806,1,1,1,0.45833,147260.4776,2.752537313,1054.417663,0.164179104,0.179104478,9.104477612,1
I7-5600U @ 2.60GHz,0.2,4,-13,17.25,18.28636109,18.25768486,1.184372185,1.179329084,5.4425,18.4425,1,1,1,0.3747,147554.7179,2.799102564,1810.81111,0.166666667,0.166666667,9.115384615,1
I7-5600U @ 2.60GHz,0.2,4,-13,23,20.70891275,20.69123762,1.223588078,1.218865312,5.449238806,18.44923881,1,1,1,0.45799,147243.3433,2.739402985,641.460544,0.164179104,0.164179104,9.179104478,1
I7-5600U @ 2.60GHz,0.2,4,-13,28.75,20.70876387,20.69035338,1.184273587,1.179427943,5.391507463,18.39150746,1,1,1,0.46115,147305.1343,2.783731343,826.7240118,0.164179104,0.179104478,8.820895522,1
I7-5600U @ 2.60GHz,0.2,4,-12,2.3,3.312635315,2.6094508,1.175449193,1.164216039,6.789644737,18.78964474,0.870921053,0.855789474,0.855,0.400633,117229.5,2.897763158,1280.511518,0.157894737,0.184210526,9.013157895,1
I7-5600U @ 2.60GHz,0.2,4,-12,5.75,7.039359095,6.234428138,1.206827041,1.202689745,6.5825,18.5825,1,1,1,0.428169,147554.1667,2.846111111,1083.789063,0.166666667,0.152777778,9.055555556,1
I7-5600U @ 2.60GHz,0.2,4,-12,11.5,12.36441646,12.19656422,1.187352956,1.181912345,6.498457143,18.49845714,1,1,1,0.45104,147409.2,2.939285714,1040.299344,0.171428571,0.171428571,9.3,1
I7-5600U @ 2.60GHz,0.2,4,-12,17.25,18.28636109,18.25768486,1.241192528,1.236544521,6.690273973,18.69027397,1,1,1,0.4139,147415.4521,2.776164384,750.5998368,0.164383562,0.164383562,9.164383562,1
I7-5600U @ 2.60GHz,0.2,4,-12,23,20.70891275,20.69123762,1.189408556,1.185598944,6.692538462,18.69253846,1,1,1,0.37327,147434.4615,2.759615385,1495.545035,0.166666667,0.166666667,9.269230769,1
I7-5600U @ 2.60GHz,0.2,4,-12,28.75,20.70876387,20.69035338,1.233829325,1.229013678,6.699757143,18.69975714,1,1,1,0.4335,147316.9143,2.707714286,879.805106,0.157142857,0.157142857,8.414285714,1
I7-5600U @ 2.60GHz,0.2,4,-11,2.3,3.312635315,2.6094508,1.256874548,1.252402357,6.615136905,17.6151369,0.972045019,0.970976643,0.953711686,0.426315,136486.1034,2.697138889,761.9602237,0.169047619,0.169047619,9.11547619,2
I7-5600U @ 2.60GHz,0.2,4,-11,5.75,7.039359095,6.234428138,1.195099767,1.190024803,6.832873932,17.83287393,1,1,1,0.3995155,147677.5812,2.787553419,1134.141001,0.166666667,0.166666667,8.969551282,2
I7-5600U @ 2.60GHz,0.2,4,-11,11.5,12.36441646,12.19656422,1.117303778,1.112290574,6.720260603,17.7202606,1,1,1,0.454645,141842.2396,2.907643035,1095.698029,0.164904643,0.19475539,9.872097844,2
I7-5600U @ 2.60GHz,0.2,4,-11,17.25,18.28636109,18.25768486,0.958492435,0.954962155,5.649316438,16.64931644,1,1,1,0.517555,147396.9011,3.991163432,795.4471018,0.172374429,0.172469559,9.347888128,2
I7-5600U @ 2.60GHz,0.2,4,-11,23,20.70891275,20.69123762,1.226457756,1.22107673,6.935378684,17.93537868,1,1,1,0.4151,147339.4987,2.724071948,1497.537645,0.165422886,0.172885572,8.974646001,2
I7-5600U @ 2.60GHz,0.2,4,-11,28.75,20.70876387,20.69035338,1.206027244,1.201334781,6.731184832,17.73118483,1,1,1,0.4438,147378.6957,2.952211634,849.7081954,0.169148303,0.175997618,9.006055192,2
I7-5600U @ 2.60GHz,0.2,4,-10,2.3,3.312635315,2.6094508,1.254405572,1.249522913,8.066357143,18.06635714,1,1,1,0.4264,144710.6,2.621142857,788.6605887,0.157142857,0.171428571,8.428571429,1
I7-5600U @ 2.60GHz,0.2,4,-10,5.75,7.039359095,6.234428138,1.262801665,1.255950485,7.957605634,17.95760563,1,1,1,0.436319,137058.4225,2.849577465,1147.048349,0.169014085,0.169014085,9.464788732,1
I7-5600U @ 2.60GHz,0.2,4,-10,11.5,12.36441646,12.19656422,1.177623396,1.172057088,7.808679487,17.80867949,1,1,1,0.38465,147533.5385,2.895897436,1444.987555,0.166666667,0.166666667,9.038461538,1
I7-5600U @ 2.60GHz,0.2,4,-10,17.25,18.28636109,18.25768486,1.198804951,1.193417489,7.899012346,17.89901235,1,1,1,0.35583,147554.321,2.829876543,1864.134235,0.160493827,0.160493827,9.197530864,1
I7-5600U @ 2.60GHz,0.2,4,-10,23,20.70891275,20.69123762,1.192781963,1.187914875,7.804805556,17.80480556,1,1,1,0.431462,147381.2778,2.884861111,1187.205214,0.166666667,0.166666667,9.194444444,1
I7-5600U @ 2.60GHz,0.2,4,-10,28.75,20.70876387,20.69035338,1.187427498,1.181652475,7.857051282,17.85705128,1,1,1,0.384479,147434.0513,2.893076923,1061.733161,0.166666667,0.166666667,9.333333333,1
I7-5600U @ 2.60GHz,0.2,4,-9,2.3,3.312635315,2.6094508,1.230224612,1.22485619,8.685512821,17.68551282,1,1,1,0.38066,147184.5,2.849615385,1029.316982,0.166666667,0.166666667,9.128205128,1
I7-5600U @ 2.60GHz,0.2,4,-9,5.75,7.039359095,6.234428138,1.169880343,1.166267948,8.683626667,17.68362667,1,1,1,0.39903,147746.4,2.785466667,1755.933529,0.16,0.173333333,8.626666667,1
I7-5600U @ 2.60GHz,0.2,4,-9,11.5,12.36441646,12.19656422,1.317168845,1.308795614,8.980704225,17.98070423,1,1,1,0.42009,138869.6901,2.649014085,1244.990735,0.154929577,0.154929577,8.225352113,1
I7-5600U @ 2.60GHz,0.2,4,-9,17.25,18.28636109,18.25768486,1.187918554,1.182131362,8.735641026,17.73564103,1,1,1,0.3763,147503.2308,2.805384615,1584.944887,0.166666667,0.166666667,9.256410256,1
I7-5600U @ 2.60GHz,0.2,4,-9,23,20.70891275,20.69123762,1.246104976,1.242161726,9.009535714,18.00953571,1,1,1,0.541993,147203.6429,2.634464286,320.8392857,0.196428571,0.125,10.08928571,1
I7-5600U @ 2.60GHz,0.2,4,-9,28.75,20.70876387,20.69035338,1.191395898,1.186407315,8.557702703,17.5577027,1,1,1,0.41433,147422.1622,2.872297297,808.0349979,0.175675676,0.162162162,10.05405405,1
I7-5600U @ 2.60GHz,0.2,4,-8,2.3,3.312635315,2.6094508,1.238590629,1.23367642,9.401951741,17.40195174,1,1,1,0.434,146042.0314,2.81818806,1068.608053,0.168756219,0.176218905,9.188457711,2
I7-5600U @ 2.60GHz,0.2,4,-8,5.75,7.039359095,6.234428138,1.218723927,1.214027893,9.392395303,17.3923953,1,1,1,0.429455,147588.4587,2.815656556,1030.778297,0.167906067,0.167906067,9.102054795,2
I7-5600U @ 2.60GHz,0.2,4,-8,11.5,12.36441646,12.19656422,0.963051658,0.958704586,7.876177283,15.87617728,1,1,1,0.518545,147427.0647,4.013064117,1003.430243,0.172374429,0.158675799,9.27435312,2
I7-5600U @ 2.60GHz,0.2,4,-8,17.25,18.28636109,18.25768486,1.216913391,1.212698585,9.431769324,17.43176932,1,1,1,0.4325175,147445.872,2.745929952,913.86949,0.163043478,0.170289855,8.6875,2
I7-5600U @ 2.60GHz,0.2,4,-8,23,20.70891275,20.69123762,1.176995413,1.172095881,9.141709211,17.14170921,1,1,1,0.41107,147462.8986,2.978276316,827.446154,0.172192982,0.172192982,9.311754386,2
I7-5600U @ 2.60GHz,0.2,4,-8,28.75,20.70876387,20.69035338,1.218945384,1.213814427,9.313057711,17.31305771,1,1,1,0.43183,147332.6468,2.804888557,942.6719375,0.169552239,0.168756219,9.127064677,2
I7-5600U @ 2.60GHz,0.2,4,-7,2.3,3.312635315,2.6094508,1.07393209,1.069587612,9.567612281,16.56761228,1,1,1,0.4496,146493.5669,3.290226608,1242.376933,0.168859649,0.175804094,9.233918129,2
I7-5600U @ 2.60GHz,0.2,4,-7,5.75,7.039359095,6.234428138,1.24351747,1.238333745,10.3404796,17.3404796,1,1,1,0.425805,147439.1355,2.719723383,1039.689675,0.162089552,0.177014925,8.812338308,2
I7-5600U @ 2.60GHz,0.2,4,-7,11.5,12.36441646,12.19656422,1.209568824,1.20526796,9.76426965,16.76426965,1,1,1,0.41567,139900.6008,2.806521659,732.3608792,0.170122177,0.163272862,9.410033321,2
I7-5600U @ 2.60GHz,0.2,4,-7,17.25,18.28636109,18.25768486,1.204928086,1.199391501,10.28064637,17.28064637,1,1,1,0.4019795,147427.6432,2.81974359,1149.895785,0.166666667,0.173076923,9.216346154,2
I7-5600U @ 2.60GHz,0.2,4,-7,23,20.70891275,20.69123762,1.244743255,1.239688805,10.59399048,17.59399048,1,1,1,0.426405,146223.3043,2.870419048,628.4252297,0.172380952,0.179047619,9.762857143,2
I7-5600U @ 2.60GHz,0.2,4,-7,28.75,20.70876387,20.69035338,1.227961318,1.222765452,10.84877183,17.84877183,1,1,1,0.428329,147374.7556,2.74975,840.9484129,0.161904762,0.175992063,8.655357143,2
I7-5600U @ 2.60GHz,0.2,4,-6,2.3,3.312635315,2.6094508,1.109915741,1.105025126,10.34701785,16.34701785,0.990342466,0.985993151,0.985993151,0.425815,145590.4755,3.05827618,1065.047913,0.171278539,0.171187215,9.253474271,4
I7-5600U @ 2.60GHz,0.2,4,-6,5.75,7.039359095,6.234428138,1.128099566,1.122155093,10.55814434,16.55814434,1,1,1,0.4474,140492.3271,3.012829952,878.5853323,0.168129598,0.182074137,9.354738493,4
I7-5600U @ 2.60GHz,0.2,4,-6,11.5,12.36441646,12.19656422,1.123742805,1.119003941,10.45348607,16.45348607,1,1,1,0.42246025,147403.5234,2.973229781,839.9621276,0.176187215,0.179667319,9.769194641,4
I7-5600U @ 2.60GHz,0.2,4,-6,17.25,18.28636109,18.25768486,1.116571612,1.108023162,10.80923985,16.80923985,1,1,1,0.38190475,132572.2878,2.962250385,950.0977403,0.169091511,0.164699283,9.553598023,4
I7-5600U @ 2.60GHz,0.2,4,-6,23,20.70891275,20.69123762,1.120102522,1.113733848,10.61160417,16.61160417,1,1,1,0.389505,143334.1596,2.900155182,1423.667274,0.173958333,0.173958333,9.763034188,4
I7-5600U @ 2.60GHz,0.2,4,-6,28.75,20.70876387,20.69035338,1.115876508,1.110703176,10.56889205,16.56889205,1,1,1,0.403125,147396.7239,2.903784526,1392.447305,0.168768499,0.178538538,9.543749358,4
I7-5600U @ 2.60GHz,0.2,4,-5,2.3,3.312635315,2.6094508,1.344045019,1.317122436,11.17905821,16.17905821,0.911495553,0.909850746,0.90641791,0.464275,127045.0299,2.801492537,382.761194,0.164179104,0.164179104,8.298507463,1
I7-5600U @ 2.60GHz,0.2,4,-5,5.75,7.039359095,6.234428138,1.181302218,1.175860309,11.23293333,16.23293333,1,1,1,0.392708,147595.04,2.7124,1527.280664,0.16,0.186666667,8.76,1
I7-5600U @ 2.60GHz,0.2,4,-5,11.5,12.36441646,12.19656422,1.261609025,1.256796813,9.911168831,14.91116883,1,1,1,0.36316,129645.0519,2.430779221,1014.923422,0.155844156,0.181818182,8.753246753,1
I7-5600U @ 2.60GHz,0.2,4,-5,17.25,18.28636109,18.25768486,1.163243657,1.157961271,11.14175,16.14175,1,1,1,0.35682,147544.05,2.76075,1129.713086,0.1625,0.1625,9.1875,1
I7-5600U @ 2.60GHz,0.2,4,-5,23,20.70891275,20.69123762,1.199241386,1.19378555,11.2552,16.2552,1,1,1,0.39237,147402.0267,2.7068,1606.419206,0.16,0.173333333,8.786666667,1
I7-5600U @ 2.60GHz,0.2,4,-5,28.75,20.70876387,20.69035338,0.561583382,0.558982463,6.549256164,11.54925616,1,1,1,0.658182,147569.4247,5.781506849,1190.995492,0.178082192,0.191780822,9.98630137,1
I7-5600U @ 2.60GHz,0.2,4,-4,2.3,3.312635315,2.6094508,1.174006695,1.164220027,12.204125,16.204125,0.834875,0.834875,0.834875,0.3675,113874.575,2.879375,810.8775732,0.1625,0.1625,8.825,1
I7-5600U @ 2.60GHz,0.2,4,-4,5.75,7.039359095,6.234428138,1.309528421,1.303103158,11.81388889,15.81388889,1,1,1,0.426267,137081.3333,2.821527778,688.1667725,0.166666667,0.152777778,8.611111111,1
I7-5600U @ 2.60GHz,0.2,4,-4,11.5,12.36441646,12.19656422,1.199008605,1.19350579,11.61513889,15.61513889,1,1,1,0.42586,147402.6667,2.81375,1539.108792,0.166666667,0.180555556,8.861111111,1
I7-5600U @ 2.60GHz,0.2,4,-4,17.25,18.28636109,18.25768486,1.225102545,1.220586411,11.71263889,15.71263889,1,1,1,0.421341,147386.6667,2.765833333,550.0101047,0.166666667,0.166666667,9.347222222,1
I7-5600U @ 2.60GHz,0.2,4,-4,23,20.70891275,20.69123762,1.174544413,1.168927747,11.65344872,15.65344872,1,1,1,0.38591,147499.2308,2.909358974,1396.786408,0.166666667,0.153846154,9.141025641,1
I7-5600U @ 2.60GHz,0.2,4,-4,28.75,20.70876387,20.69035338,1.218602213,1.213618348,11.69268657,15.69268657,1,1,1,0.47067,147327.7612,2.889104478,1183.685037,0.179104478,0.179104478,9.328358209,1
I7-5600U @ 2.60GHz,0.2,4,-3,2.3,3.312635315,2.6094508,1.18607077,1.181653461,12.53573333,15.53573333,1,1,1,0.39629,146473.08,2.754533333,1336.445977,0.16,0.173333333,8.76,1
I7-5600U @ 2.60GHz,0.2,4,-3,5.75,7.039359095,6.234428138,1.226886871,1.221445537,12.61194444,15.61194444,1,1,1,0.42008,147543.7222,2.750555556,1325.959106,0.166666667,0.194444444,9.180555556,1
I7-5600U @ 2.60GHz,0.2,4,-3,11.5,12.36441646,12.19656422,1.158967416,1.153627166,12.20735571,15.20735571,1,1,1,0.45277,147467.3714,2.963285714,1354.363072,0.157142857,0.171428571,8.271428571,1
I7-5600U @ 2.60GHz,0.2,4,-3,23,20.70891275,20.69123762,1.078984644,1.071407191,12.11956301,15.11956301,1,1,1,0.45346,133081.1233,3.261506849,745.2206416,0.150684932,0.178082192,8.452054795,1
I7-5600U @ 2.60GHz,0.2,4,-3,28.75,20.70876387,20.69035338,1.226320491,1.220671862,12.61486111,15.61486111,1,1,1,0.42106,147370.1111,2.758194444,1347.224894,0.166666667,0.180555556,9.194444444,1
I7-5600U @ 2.60GHz,0.2,4,-2,2.3,3.312635315,2.6094508,1.223178677,1.219120473,13.3025,15.3025,1,1,1,0.422949,147486.9167,2.773611111,434.0649414,0.166666667,0.166666667,9.083333333,1
I7-5600U @ 2.60GHz,0.2,4,-2,5.75,7.039359095,6.234428138,1.173765652,1.169690037,12.77654167,14.77654167,1,1,1,0.442844,147628.2778,3.026944444,797.0233426,0.166666667,0.152777778,9.208333333,1
I7-5600U @ 2.60GHz,0.2,4,-2,11.5,12.36441646,12.19656422,1.217139149,1.21172385,13.39614286,15.39614286,1,1,1,0.433185,147360.0571,2.712285714,1213.336886,0.157142857,0.171428571,8.171428571,1
I7-5600U @ 2.60GHz,0.2,4,-2,17.25,18.28636109,18.25768486,1.173878985,1.169498779,13.59291667,15.59291667,1,1,1,0.41623,147455,2.69375,1670.210639,0.180555556,0.111111111,10.26388889,1
I7-5600U @ 2.60GHz,0.2,4,-2,23,20.70891275,20.69123762,1.23739985,1.231991449,13.45057143,15.45057143,1,1,1,0.43059,147300.1143,2.668428571,961.0130999,0.157142857,0.171428571,8.671428571,1
I7-5600U @ 2.60GHz,0.2,4,-2,28.75,20.70876387,20.69035338,1.204217802,1.199199443,13.18555556,15.18555556,1,1,1,0.429505,147391.3889,2.86,1052.807265,0.166666667,0.180555556,9.625,1
I7-5600U @ 2.60GHz,0.2,4,-1,2.3,3.312635315,2.6094508,1.174143727,1.169240616,14.05549402,15.05549402,1,1,1,0.39636,147494.5786,2.847365812,1418.690074,0.162222222,0.166837607,9.107350427,3
I7-5600U @ 2.60GHz,0.2,4,-1,5.75,7.039359095,6.234428138,1.189751877,1.184472206,13.94959203,14.94959203,1,1,1,0.399562,147584.6763,2.890604396,1074.049254,0.166865079,0.170436508,9.394474969,3
I7-5600U @ 2.60GHz,0.2,4,-1,11.5,12.36441646,12.19656422,1.218332856,1.213425818,14.24125132,15.24125132,1,1,1,0.426503333,147427.8481,2.757666667,1010.208544,0.163492063,0.177513228,8.968783069,3
I7-5600U @ 2.60GHz,0.2,4,-1,17.25,18.28636109,18.25768486,1.223863025,1.217846682,14.14193895,15.14193895,1,1,1,0.402659,142463.0065,2.829415029,864.1449089,0.164646465,0.173737374,9.092141192,3
I7-5600U @ 2.60GHz,0.2,4,-1,23,20.70891275,20.69123762,0.971035976,0.966654212,11.98926971,12.98926971,1,1,1,0.501873333,147430.0621,3.914099777,1117.89965,0.173913043,0.173711755,9.461290722,3
I7-5600U @ 2.60GHz,0.2,4,-1,28.75,20.70876387,20.69035338,1.215358475,1.209467916,14.08843075,15.08843075,1,1,1,0.432664333,145158.7261,2.869311372,842.524555,0.162731028,0.172122563,9.111714503,3
I7-5600U @ 2.60GHz,0.2,4,4,2.3,3.312635315,2.6094508,1.044453665,1.040264861,18.48993459,14.48993459,0.960329314,0.949188891,0.945556586,0.4088765,140575.2908,2.997526407,1459.694068,0.177402597,0.177575758,9.876277056,2
I7-5600U @ 2.60GHz,0.2,4,4,5.75,7.039359095,6.234428138,1.053455914,1.04879805,18.18842254,14.18842254,1,1,1,0.435696,146508.0959,3.036605634,1119.1345,0.185258216,0.192300469,10.23295775,2
I7-5600U @ 2.60GHz,0.2,4,4,11.5,12.36441646,12.19656422,1.056810917,1.049888986,18.33627456,14.33627456,1,1,1,0.3945095,142345.2131,2.968411588,1014.679075,0.180735931,0.174242424,10.0482018,2
I7-5600U @ 2.60GHz,0.2,4,4,17.25,18.28636109,18.25768486,1.034803157,1.027062352,18.01560773,14.01560773,1,1,1,0.407833,142721.0821,3.121907259,897.8502462,0.174242424,0.187229437,9.932900433,2
I7-5600U @ 2.60GHz,0.2,4,4,23,20.70891275,20.69123762,1.034752132,1.030067967,18.383209,14.383209,1,1,1,0.429005,146518.1351,3.001215291,1861.217407,0.183728249,0.183820807,10.59246575,2
I7-5600U @ 2.60GHz,0.2,4,4,28.75,20.70876387,20.69035338,1.034924317,1.026792744,18.27510292,14.27510292,1,1,1,0.4462295,128915.7386,3.22295,1590.25384,0.183888889,0.190833333,10.21416667,2
I7-5600U @ 2.60GHz,0.2,4,14,2.3,3.312635315,2.6094508,1.052426314,1.047493095,25.71070846,11.71070846,0.965844156,0.956836735,0.94538961,0.3933575,140541.2547,2.950974026,1510.714289,0.174242424,0.180735931,9.704878455,2
I7-5600U @ 2.60GHz,0.2,4,14,5.75,7.039359095,6.234428138,1.059917049,1.056147772,24.73675376,10.73675376,1,1,1,0.4541875,147204.5248,3.270327068,883.7931934,0.185526316,0.20037594,11.2174812,2
